,Date,Open,High,Low,Close,Adj Close,Volume,30_day_mean,14_day_mean,7_day_mean,Target,30_day_vmean,14_day_vmean,7_day_vmean,30_day_mean_SP500,14_day_mean_SP500,30_day_preformance_SP500,14_day_preformance_SP500,7_day_preformance_SP500,30_day_preformance_Tech,14_day_preformance_Tech,7_day_preformance_Tech
13,2017-01-23,30.0,30.202499,29.942499,30.02,28.140833,88200800,,,0.0060603301706998,0.0154249758918601,,,112648400.0,,,,,-0.0003614564048310451,,,0.012752894082007938
14,2017-01-24,29.887501,30.025,29.875,29.9925,28.115051,92844000,,0.0106823462243087,0.0007773690579034,0.01959980253896,,108872685.71428572,109483600.0,,0.007243834302286824,,0.007243834302286824,-0.0014354024850954867,,0.04409628051142977,0.01994822855134572
15,2017-01-25,30.105,30.525,30.07,30.469999,28.562662,129510400,,0.0157372248106929,0.0072772946515018,0.0125460930724425,,107281000.0,107269200.0,,0.01206225680933861,,0.01206225680933861,0.00710156023126285,,0.06450566029918976,0.03981424962988191
16,2017-01-26,30.4175,30.610001,30.4,30.485001,28.576725,105350400,,0.0234629048177982,0.0161425074741935,-0.0003288991310991,,110498000.0,110849600.0,,0.013424860460810109,,0.013424860460810109,0.012996113064861682,,0.062256916573940516,0.03821510220435483
17,2017-01-27,30.535,30.5875,30.4,30.487499,28.579063,82251600,,0.0238791054213364,0.0160310877134606,-0.0065100947672023,,111682000.0,106219771.42857143,,0.01227577340014271,,0.01227577340014271,0.013167984346492552,,0.058493237299318324,0.03925154185616545
18,2017-01-30,30.2325,30.407499,30.165001,30.407499,28.504072,121510000,,0.0104927757292914,0.003413818854237,0.0607378640776698,,108485142.85714284,104419714.28571428,,0.005462726349077921,,0.005462726349077921,0.006210660680487754,,0.04971805663384129,0.033775422947301285
19,2017-01-31,30.2875,30.3475,30.155001,30.3375,28.438457,196804000,,0.0105337234580167,0.0034194708694211,0.0574185015171554,,107575314.28571428,107151257.14285716,,0.0018945068114129418,,0.0018945068114129418,0.001788577772295523,,0.03981105241771643,0.02554879820457073
20,2017-02-01,31.7575,32.622501,31.752501,32.1875,30.172655,447940000,,0.0580794909951425,0.0512496108043903,0.0158816237991943,,114643571.42857143,116638742.85714284,,0.007489200387904539,,0.007489200387904539,0.007853495488980388,,0.04501041328572962,0.03185132265947356
21,2017-02-02,31.995001,32.3475,31.945,32.1325,30.121099,134841600,,0.0607605635241708,0.050381671491603,0.0177295889311284,,138756828.57142857,168030057.14285713,,0.0024437066847487086,,0.0024437066847487086,0.003884685256715499,,0.03648332634936943,0.01621170304056399
22,2017-02-03,32.077499,32.297501,32.040001,32.27,30.249992,98029200,,0.0578092558459989,0.0427831326671474,0.0244811373831064,,140649457.14285713,174029714.2857143,,0.006951961069018095,,0.006951961069018095,-0.00014854426619138859,,0.04713904636002799,0.007044331939818396
23,2017-02-06,32.282501,32.625,32.224998,32.572498,30.533554,107383600,,0.05883321145114,0.0399213400674175,0.0220386865821682,,140191000.0,169532400.0,,0.011079087231286007,,0.011079087231286007,-0.0018924315788099472,,0.04682444285074552,0.008292444049514585
24,2017-02-07,32.634998,33.022499,32.612499,32.8825,30.824141,152735200,,0.0636726985527012,0.0423305688921462,0.0141973115843526,,138021314.2857143,169822857.14285713,,0.011779793225627338,,0.011779793225627338,-0.0013701490200172643,,0.05396159192431749,0.014154465474142099
25,2017-02-08,32.837502,33.055,32.805,33.009998,30.943665,92016400,,0.063747391829114,0.0388444531566743,0.0058279444695107,,142155828.57142857,179891942.85714287,,0.007768827853338655,,0.007768827853338655,0.0015485496563881888,,0.049616874297882335,0.015323880795518392
26,2017-02-09,32.912498,33.112499,32.779999,33.105,31.167259,113399600,,0.0588572566366419,0.0291013187010404,0.0123039995380899,,141414914.2857143,175678571.42857143,,0.011779943258911955,,0.011779943258911955,0.009973527057809446,,0.04778794163518993,0.02168511480833802
27,2017-02-10,33.115002,33.235001,33.012501,33.029999,31.096645,80262000,,0.0585610137854267,0.0234329960526405,0.0189601238643128,,140201200.0,163763657.14285713,,0.019618305126599483,,0.019618305126599483,0.011673134726700693,,0.046363187202051126,0.014063910394740756
28,2017-02-13,33.27,33.455002,33.1875,33.322498,31.372032,92141600,,0.0560048923102859,0.0220973820100617,0.0179322269332809,,139634142.85714287,111238228.57142857,,0.023740233169303352,,0.023740233169303352,0.019778713834557954,,0.03986163892929204,0.023272646652234052
29,2017-02-14,33.3675,33.772499,33.3125,33.755001,31.779222,132904800,,0.0510394612540172,0.0193885567145286,0.0138899733201345,,139583971.42857143,105138228.57142857,,0.01626996609695562,,0.01626996609695562,0.016420949601055664,,0.01693947777240841,0.009825928729005897
30,2017-02-15,33.880001,34.067501,33.654999,33.877499,31.894548,142492400,0.1027240257513262,0.0594062459237445,0.0292509589911857,0.001473592690834,123471400.0,139826428.57142857,110120457.14285716,0.037311742473029826,0.016074792376328428,0.037311742473029826,0.016074792376328428,0.018001290165106144,0.08532130403498102,0.01745726488796928,0.009089447106879875
31,2017-02-16,33.9175,33.974998,33.709999,33.837502,31.856895,90338400,0.0980712754268936,0.0524396819378316,0.0232956521672041,0.0075347185818499,124383560.0,142479428.57142857,115136000.0,0.03892819243013794,0.022018077267705324,0.03892819243013794,0.022018077267705324,0.023420315610204405,0.09372378292346954,0.02845826705191048,0.0141041646659624
32,2017-02-17,33.775002,33.9575,33.775002,33.93,31.943981,88792800,0.087642059972235,0.0402196063721246,0.0133948176588751,0.0146597038873897,124579093.33333331,143057057.14285713,106222171.42857143,0.032991208810588396,0.02493427412828465,0.032991208810588396,0.02493427412828465,0.023349566508702596,0.09079478160816587,0.027118468130934163,0.01161657630486793
33,2017-02-21,34.057499,34.1875,33.994999,34.174999,32.174629,98028800,0.0911231287994681,0.0408089363619311,0.0177810553248596,0.0021973485680802,124579706.66666669,140720114.2857143,105761657.14285716,0.03688456017682749,0.035571367006446676,0.03688456017682749,0.035571367006446676,0.02534506030391433,0.09713135034088405,0.039719679428937955,0.017651783665247105
34,2017-02-22,34.107498,34.279999,34.0275,34.2775,32.271137,83347600,0.0870800215531096,0.0338290657714402,0.0143170454164256,0.0016830966871623,123613746.66666669,133664742.85714284,103565828.57142857,0.03849418760638461,0.03304179664769271,0.03849418760638461,0.03304179664769271,0.021122100792727555,0.09016739536087379,0.035805221149895365,0.02143978356028019
35,2017-02-23,34.345001,34.369999,34.075001,34.1325,32.134621,83152800,0.0893031168632452,0.0357581650566353,0.0170915156002115,-0.003286438518159,121917080.0,107622428.57142857,104006628.57142857,0.04308020372556977,0.0398868532826164,0.04308020372556977,0.0398868532826164,0.019718139999655517,0.08723080048760672,0.04684850935079164,0.023039668631511852
36,2017-02-24,33.977501,34.165001,33.82,34.165001,32.165226,87106400,0.0723726227141101,0.0195143661976199,0.0016530048361634,0.007883786907547,121427226.66666669,103930371.42857143,102722514.28571428,0.03840694701578071,0.029359329528869958,0.03840694701578071,0.029359329528869958,0.01272935188210416,0.06851130585307795,0.01782579990660373,0.007922029876640901
37,2017-02-27,34.285,34.360001,34.07,34.232498,32.228767,81029600,0.0772130996209501,0.024568811744991,0.0081281945045099,0.0189569507951615,120652293.33333331,103150171.42857143,96179885.71428572,0.04142853368792772,0.030924734557246637,0.04142853368792772,0.030924734557246637,0.0126949194632597,0.07821814298652321,0.026219806374835158,0.016976056302113803
38,2017-02-28,34.27,34.360001,34.174999,34.247501,32.242889,93931600,0.0716240068968685,0.0197616233557608,0.005975715488748,0.0135291299062099,119741786.66666669,101267742.85714284,87399485.71428572,0.041069370011528,0.030580999795284593,0.041069370011528,0.030580999795284593,0.006996816533596659,0.07911927075780624,0.024322161400813093,0.010075884796525231
39,2017-03-01,34.4725,35.037498,34.400002,34.947498,32.901928,145658400,0.0729319834254207,0.0222349222620644,0.0104263673707898,0.0135212476749178,119391253.33333331,97067485.71428572,87912800.0,0.04891280396978602,0.03956235941560565,0.04891280396978602,0.03956235941560565,0.015842868788438755,0.08295875799234347,0.027606940552905534,0.015806744000227448
40,2017-03-02,35.0,35.07,34.689999,34.740002,32.706558,104844000,0.0838541821271801,0.0342953291674646,0.0229004489192763,-0.0047366443156779,119654560.0,100899057.14285716,96036457.14285716,0.05535577355297608,0.04269168807419349,0.05535577355297608,0.04269168807419349,0.01691784399403805,0.08970768836286586,0.029480199913302835,0.011623245237632921
41,2017-03-03,34.695,34.9575,34.647499,34.945,32.899563,84432400,0.0688923886084659,0.0207842886618669,0.0100121643117806,0.0053039276002314,119987626.66666669,100287942.85714284,97010057.14285716,0.047986267001188423,0.029689439382079123,0.047986267001188423,0.029689439382079123,0.008390121595351316,0.07511275800204549,0.02286910246429888,0.0013993178325566343
42,2017-03-06,34.842499,34.942501,34.650002,34.834999,32.796001,87000000,0.0681220984821673,0.0217313559476712,0.011833852501949,-0.0026618417266186,119389066.66666669,100585828.57142857,97165028.57142857,0.046375266524520245,0.02304756818220984,0.046375266524520245,0.02304756818220984,0.003265047518479416,0.06785293243428284,0.01877967181774735,-0.004164058290587076
43,2017-03-07,34.764999,34.994999,34.697498,34.880001,32.838375,69785200,0.0606198942564531,0.0161119119482836,0.0075038264487618,-0.0027401501436487,117942680.0,100218571.42857143,97714628.57142857,0.04540122939614935,0.019182157412343255,0.04540122939614935,0.019182157412343255,0.006371697945010576,0.06858333222054563,0.02084476138233685,0.012821161878243253
44,2017-03-08,34.737499,34.950001,34.705002,34.75,32.715988,74828800,0.0546702707613659,0.0123545161223174,0.0034353774063085,0.001365559867759,117328826.66666669,95710028.57142857,95240171.42857143,0.044945058821454324,0.014655888473098767,0.044945058821454324,0.014655888473098767,0.0019363867361736184,0.06356458672250584,0.02316597393987296,0.006086591320809145
45,2017-03-09,34.685001,34.697498,34.262501,34.669998,32.640656,88623600,0.0479327159841082,0.0090234567827301,5.152760250248845e-05,0.0033045403248431,116728320.0,90876914.28571428,94354342.85714284,0.03259672853098444,0.005894520011576203,0.03259672853098444,0.005894520011576203,-0.0010946375439546193,0.03893842047396806,0.011183853331481407,0.0010969161343549643
46,2017-03-10,34.8125,34.84,34.66,34.785,32.748936,78451200,0.0469557448641346,0.0111199879902494,0.0020148315835058,-0.0018706093425251,115365426.66666669,90754428.57142857,93596057.14285716,0.03214523433523441,0.012594909966239905,0.03214523433523441,0.012594909966239905,-0.003197304348922171,0.04653432916170745,0.019154426046229623,0.003295589506345536
47,2017-03-13,34.712502,34.857498,34.705002,34.799999,32.763046,69686800,0.0393690766427106,0.006050131234494,-0.0022583134199729,0.0114623373793342,114468786.66666669,90015742.85714285,83995028.57142857,0.03155257457525379,0.007070333898110795,0.03155257457525379,0.007070333898110795,-0.009683683056686524,0.04990747654449242,0.012932465531173982,0.0012941777481927307
48,2017-03-14,34.825001,34.912498,34.709999,34.747501,32.713623,61236400,0.038407950328147,0.0079438793072259,0.0021583021582733,0.0098798774644997,114049960.0,87991314.28571428,78972571.42857143,0.0361065787113792,0.0031510603063813437,0.0361065787113792,0.0031510603063813437,-0.005195470658400908,0.05433749517479417,0.015217581429053417,0.013798954473431472
49,2017-03-15,34.852501,35.1875,34.7575,35.115002,33.059616,102767200,0.0345058136558591,0.0072457263317598,0.0024139452608514,0.0041431529639788,112040840.0,86411942.85714285,75658857.14285715,0.04235670750477136,0.001199577613516429,0.04235670750477136,0.001199577613516429,-0.0020587479949309637,0.057513262145976456,0.011389649340820592,0.015618744995996815
50,2017-03-16,35.18,35.255001,35.064999,35.172501,33.11375,76928000,0.0395315457563713,0.0156465012203977,0.0117917620470221,0.0052312170094037,108906280.0,87812971.42857143,77911314.28571428,0.04467992947116494,0.013575409745599036,0.04467992947116494,0.013575409745599036,0.007158102533386308,0.05903154107716549,0.035739146943424824,0.022627869487522285
51,2017-03-17,35.25,35.25,34.9725,34.997501,32.948994,175540000,0.0381004918677196,0.0151501084466243,0.0120793090858792,-0.0082952233494056,96539213.33333331,87085942.85714285,78931714.28571428,0.047006838875736257,0.007813193642901544,0.047006838875736257,0.007813193642901544,0.005865449128833152,0.06843879600406906,0.027082510609223384,0.020868898829921198
52,2017-03-20,35.099998,35.375,35.057499,35.365002,33.294979,86168000,0.0303905903496897,0.0088276944823332,0.0056585425591997,0.0072126149059538,97895826.66666669,93836685.71428572,93319028.57142857,0.039195294816782675,0.005139302136867669,0.039195294816782675,0.005139302136867669,0.006240771063131217,0.05417948181188709,0.022938360188507097,0.021817512073147614
53,2017-03-21,35.5275,35.700001,34.932499,34.959999,32.913685,158119600,0.0398647728267852,0.0193777795995329,0.0161809239379246,-0.0084445075219984,97500453.33333331,93282142.85714284,92968228.57142857,0.03706609480970063,-0.000340317545680255,0.03706609480970063,-0.000340317545680255,0.002866150759530028,0.0587951497217845,0.023467084522543702,0.02010523641006257
54,2017-03-22,34.962502,35.400002,34.939999,35.355,33.285561,103440800,0.0200980908178327,0.0010021329897644,-0.0028926267092342,0.0056171217292376,99191653.33333331,94172228.57142857,104349428.57142857,0.020528165793359428,-0.021609771374882555,0.020528165793359428,-0.021609771374882555,-0.012042706066892655,0.02819232369794158,-0.005535860798489128,-0.00682121068759424
55,2017-03-23,35.314999,35.395,35.1525,35.23,33.167877,81385200,0.0280557125108651,0.0111719233203076,0.0061355568849046,-0.0026972741993958,97548506.66666669,94072000.0,109171428.57142857,0.024642396977571843,-0.014679199637115179,0.024642396977571843,-0.014679199637115179,-0.009533258744801832,0.0358113871840664,0.011247520305423496,-0.002516706252999831
56,2017-03-24,35.375,35.435001,35.087502,35.16,33.101974,89582400,0.0273326107733209,0.011607181825576,0.0058390454430059,0.0159944640891665,97194133.33333331,93854342.85714284,112049828.57142857,0.023390081421169617,-0.010445304244220537,0.023390081421169617,-0.010445304244220537,-0.008403857674426484,0.04512392584848398,0.02548601381104877,0.009715524515147511
57,2017-03-27,34.8475,35.305,34.654999,35.220001,33.15847,94300400,0.0096066741691311,-0.0045602978797784,-0.0112581533430269,0.0328198454848694,96400226.66666669,94038800.0,110166285.71428572,0.007282886514118224,-0.017559918000286685,0.007282886514118224,-0.017559918000286685,-0.02454234391948767,0.030720785104455122,0.009287954713020012,-0.013044740098064618
58,2017-03-28,35.227501,36.009998,35.154999,35.950001,33.845741,133499200,0.0189113361260167,0.0061252920731036,0.0008726770945912,0.0209823398030899,96868173.33333331,95789885.71428572,112648057.14285716,0.00778302293127516,-0.012667682219249637,0.00778302293127516,-0.012667682219249637,-0.01842506009539754,0.03874780946311936,0.015597936474311899,-0.005163211810694462
59,2017-03-29,35.919998,36.122501,35.797501,36.029999,33.921066,116760000,0.0369838701191721,0.0248790524751329,0.0206408881492156,-0.0001391340626721,98246760.0,99980628.57142857,106642228.57142857,0.01307757123450212,-0.002940566704322768,0.01307757123450212,-0.002940566704322768,-0.009124394510225974,0.043000293408513926,0.02091534280871202,-0.0008829064424675944
60,2017-03-30,36.047501,36.125,35.875,35.982498,33.876331,84829200,0.0381148753252026,0.0259347782827673,0.0208658116718923,-0.0034099374644379,97708600.0,101990371.42857143,111012514.28571428,0.01101653550724018,-0.004724933825636891,0.01101653550724018,-0.004724933825636891,-0.007569389573491677,0.04377565851543963,0.014775241554127287,-0.0052249460797716436
61,2017-03-31,35.93,36.067501,35.752499,35.915001,33.812786,78646800,0.0325825320590917,0.0200297012322216,0.0154020024005247,0.0072529113144184,95786493.33333331,102445942.85714284,100542457.14285716,0.006460564171532785,-0.0028420111656461493,0.006460564171532785,-0.0028420111656461493,0.00931284677763558,0.03495940605310673,0.013815579942053671,0.020778525328692433
62,2017-04-03,35.927502,36.029999,35.762501,35.924999,33.822205,79942800,0.030524006060763,0.017446854483682,0.0113809481179549,0.0021524509886835,95396773.33333331,103085942.85714284,97000457.14285716,0.00825007148923817,-0.0026218572544383844,0.00825007148923817,-0.0026218572544383844,0.006977923843868569,0.0349706446182853,0.00825159678550762,0.010795472070571544
63,2017-04-04,35.8125,36.2225,35.7925,36.192501,34.074039,79565600,0.0251156291786614,0.0119332905641362,0.005666424585968,0.0028539885046918,95101773.33333331,104422114.28571428,96794400.0,-6.369670178462711e-05,-0.006572896715239133,-6.369670178462711e-05,-0.006572896715239133,0.0018464785017146491,0.017589907101737166,0.0004680696438359483,-0.009158475478280947
64,2017-04-05,36.055,36.365002,35.952499,36.005001,33.897522,110871600,0.030331748352917,0.0168153115202969,0.0107022995588744,-0.0061392774142395,94486333.33333331,102764857.14285716,95363428.57142857,0.0023209422686787224,-0.008845295282927948,0.0023209422686787224,-0.008845295282927948,0.016091983633233303,0.02078674146353658,-0.0016008065132050596,0.011595189822481556
65,2017-04-06,36.072498,36.130001,35.862499,35.915001,33.812786,84596000,0.0289230237606523,0.015518821197535,0.0063266538631703,-0.007822812041629,95403800.0,105189400.0,97730742.85714284,-0.005790918690601916,-0.012551862432930211,-0.005790918690601916,-0.012551862432930211,0.00598344295855611,0.01029646724658262,-0.010118918655001726,-0.004981427007064251
66,2017-04-07,35.932499,36.044998,35.817501,35.834999,33.737469,66688800,0.0232490506045445,0.0099072251865156,-0.0009433638549575,-0.0148273101792751,95451906.66666669,98693400.0,90744571.42857143,0.00036506730397801415,-0.009103370559741506,0.00036506730397801415,-0.009103370559741506,2.12175477607772e-05,0.029069105176559893,-0.006418638185550951,-0.00554062359535098
67,2017-04-10,35.900002,35.970001,35.724998,35.7925,33.697453,75733600,0.020429973352283,0.0073103712277221,-0.0018964601682041,-0.0126939629705511,94771320.0,97302028.57142857,83591542.85714285,-0.0034119303408125905,-0.009313585394146355,-0.0034119303408125905,-0.009313585394146355,-0.0017574990153770961,0.022998664836301443,-0.008475348582885291,-0.0032674748831953517
68,2017-04-11,35.735001,35.837502,35.014999,35.407501,33.334991,121517600,0.0141880634799349,0.0019326330468825,-0.0059014982080773,-0.0133995033420912,94594786.66666669,91417314.28571428,82292171.42857143,-0.005139302136867669,0.004660691421254833,-0.005139302136867669,0.004660691421254833,-0.004609230300826317,0.015375576584121847,0.011553657101405096,-0.009037090807055247
69,2017-04-12,35.400002,35.537498,35.252499,35.450001,33.375004,81400000,0.0032900325125755,-0.0089931923095132,-0.014456968882956,0.0016216033279278,95514320.0,92708514.28571428,88416571.42857143,-0.01175566040510393,0.002634304786506346,-0.01175566040510393,0.002634304786506346,-0.004313519645774975,0.007247187867256125,-0.0007310076802072394,-0.01140337493515605
70,2017-04-13,35.477501,35.595001,35.262501,35.262501,33.198483,71291600,0.0046062088895309,-0.0069924277079472,-0.0102228708968614,-0.0050283854115689,93372373.33333331,92709571.42857143,88624742.85714285,-0.022035703100532406,-0.0035908475931961327,-0.022035703100532406,-0.0035908475931961327,-0.005427304693472031,-0.008018948248370695,-0.02286721582955416,-0.013835451999138253
71,2017-04-17,35.369999,35.470001,35.217499,35.4575,33.382065,66328400,0.001110896309244,-0.0102042214917076,-0.0119027824852752,-0.0056866935278188,92253960.0,91403085.71428572,87442742.85714285,-0.020286275893352225,0.0015070134085550975,-0.020286275893352225,0.0015070134085550975,-0.014353986115043271,0.0023580491821686396,-0.005277575720056392,-0.016679365137648432
72,2017-04-18,35.352501,35.509998,35.2775,35.299999,33.233784,58790000,-2.119088522628972e-05,-0.0117260423478001,-0.0096843378745689,0.0072311146523135,91650493.33333331,89405085.71428572,81079428.57142857,-0.013767087818863781,0.0011710452647460826,-0.013767087818863781,0.0011710452647460826,-0.004783774253437972,0.006808571857485983,-0.012545588952520035,-0.007602030907527076
73,2017-04-19,35.470001,35.5,35.112499,35.169998,33.111397,69313600,0.002820188322351,-0.0086887753644351,-0.0035217192546836,0.0027412665286773,90710160.0,84068714.28571428,77392857.14285715,-0.010102330917772434,-0.004137421813336502,-0.010102330917772434,-0.004137421813336502,-0.0041585511268401295,0.016888894442847663,-0.004711976247481143,0.0008332641508853927
74,2017-04-20,35.305,35.73,35.290001,35.610001,33.525646,93278400,-0.0025075133109018,-0.0124130352472041,-0.006312727753004,0.0168476747424115,90694440.0,80679685.71428572,77767828.57142857,-0.011443955422586576,-0.007885453413571235,-0.011443955422586576,-0.007885453413571235,-0.00613874323338246,0.017177356045407495,-0.0029071365315906745,0.0003615196078430871
75,2017-04-21,35.610001,35.669998,35.462502,35.567501,33.485622,69283600,0.0055724128318266,-0.0024012326121437,0.0046753535795542,0.0144606379298416,91309426.66666669,81283200.0,80274228.57142857,-0.0037021523255863155,-0.004262480865351435,-0.0037021523255863155,-0.004262480865351435,0.00034835508428481384,0.024193120413062413,0.0006648956449334757,0.009790463762049548
76,2017-04-24,35.875,35.987499,35.794998,35.91,33.808086,68537200,0.0121742960658111,0.0056665591292578,0.0126620357549441,0.0012527283548289,90664760.0,80614400.0,72812228.57142857,-0.0009230691416721691,0.0033822396437429756,-0.0009230691416721691,0.0033822396437429756,0.007729098909508252,0.029559779610910338,0.013826248817552088,0.025520645238955048
77,2017-04-25,35.977501,36.224998,35.967499,36.1325,34.017559,75486000,0.0140529655964414,0.0086459550466743,0.0136138773209303,-0.0008346338874542,90334293.33333331,79799714.28571428,70974685.71428572,0.0041955506080387055,0.011359968744160762,0.0041955506080387055,0.011359968744160762,0.01687888026370857,0.03324335272090851,0.02851426636707805,0.04294386616520238
78,2017-04-26,36.1175,36.150002,35.845001,35.919998,33.817493,80164800,0.0167904890746911,0.0122364289141974,0.0155145282513513,-0.0057083748393108,90527600.0,79508314.28571428,71573885.71428572,0.008625530387789928,0.009460869859164398,0.008625530387789928,0.009460869859164398,0.024161672282669328,0.027560702462557048,0.021954585371973402,0.03928927059995028
79,2017-04-27,35.98,36.040001,35.827499,35.947498,33.843376,56985200,0.0116924731414674,0.0082566758083244,0.0086200693432103,0.0181470869149953,91158546.66666669,77314971.42857143,73550514.28571428,0.008167604647434407,0.015256246309143915,0.008167604647434407,0.015256246309143915,0.020136348307171995,0.026950957387185972,0.02806216032085139,0.035937388365468566
80,2017-04-28,36.022499,36.075001,35.817501,35.912498,33.810429,83441600,0.011818204551998,0.0096345422153514,0.0072802044386899,0.0231848694511522,89632480.0,75342771.42857143,73292685.71428572,0.002500303638213937,0.015738842989234312,0.002500303638213937,0.015738842989234312,0.019980483980245302,0.023773809705653282,0.030409529344119675,0.029551640870297224
81,2017-05-01,36.275002,36.799999,36.240002,36.645,34.500053,134411600,0.0181075352502865,0.0165285104715781,0.0121070718465165,0.0133278121400194,89849600.0,76539400.0,75310971.42857143,0.002009472628801307,0.013295660880042148,0.002009472628801307,0.013295660880042148,0.01955444382312638,0.020832888316554922,0.024908088235294175,0.02453769776857642
82,2017-05-02,36.884998,37.022499,36.709999,36.877499,34.718945,181408800,0.0342361407638992,0.0328470625335116,0.0251629708248159,-0.0068927318637822,88478653.33333333,80730685.71428572,81187142.85714285,0.005386336114101353,0.01577368814573142,0.005386336114101353,0.01577368814573142,0.01541996143947969,0.02951473751099804,0.03718283329434792,0.02712678571972849
83,2017-05-03,36.397499,36.872501,36.067501,36.764999,34.613029,182788000,0.0188670966815154,0.0168572857976693,0.0065182977294501,0.0226236024369706,91653346.66666669,85008628.57142857,97205028.57142857,0.003017668913807237,0.014603660480836642,0.003017668913807237,0.014603660480836642,0.006821834934376257,0.01899510920744851,0.03540418491664423,0.009637582357385146
84,2017-05-04,36.630001,36.785,36.452499,36.6325,34.488289,93487600,0.0245437594836667,0.0213198409873442,0.0108612407043473,0.0424154772215012,92475626.66666669,92250628.57142857,113526571.42857143,0.01997012377294066,0.020414350250642595,0.01997012377294066,0.020414350250642595,0.0034767857367803386,0.04804839397628259,0.05067182696359193,0.0074097571778282524
85,2017-05-05,36.689999,37.244999,36.689999,37.240002,35.06023,109310800,0.0246289490987617,0.0206500200364616,0.009919070455724,0.0469511514526618,92143853.33333331,93836057.14285716,116098228.57142857,0.019778599044318595,0.025614973720537424,0.019778599044318595,0.025614973720537424,0.0014190156468450437,0.03920915456031581,0.048425441872043784,0.00879078763780508
86,2017-05-08,37.2575,38.424999,37.2575,38.252499,36.013462,195009600,0.0391472747190489,0.0337255638170761,0.0232364330134685,0.0276001312175422,93074706.66666669,96906228.57142857,120261942.85714284,0.021068574978089016,0.024507690403111102,0.021068574978089016,0.024507690403111102,0.004285056701678134,0.0297139615667307,0.048816324501974116,0.012432156886263467
87,2017-05-09,38.467499,38.720001,38.362499,38.497501,36.244125,156521600,0.0710208478643851,0.0632832370404632,0.0511989502645748,0.000519649250267,96588946.66666669,106636200.0,139979714.2857143,0.03111488937834615,0.023346784330937138,0.03111488937834615,0.023346784330937138,0.0033003576083687424,0.04681410861591314,0.03898948687856756,0.009166947663054932
88,2017-05-10,38.407501,38.485001,38.0275,38.314999,36.072308,103222800,0.0657697801087308,0.0553789378699856,0.0396361561828379,0.0158232150763245,98662986.66666669,112865342.85714284,150419714.2857143,0.024361160616978447,0.023093110910961293,0.024361160616978447,0.023093110910961293,0.003470797571697703,0.04787875255742895,0.04625166147042429,0.02119391384928097
89,2017-05-11,38.112499,38.517502,38.077499,38.487499,36.384277,109020400,0.0544821218551964,0.0409340480010925,0.0232132090806359,0.0208734751669486,97653773.33333331,113575657.14285716,145964171.42857143,0.016252641584696286,0.017029480961804858,0.016252641584696286,0.017029480961804858,0.001585077685535628,0.04396417552646632,0.040623123603656386,0.013139894774013455
90,2017-05-12,38.674999,39.105,38.6675,39.025002,36.892403,130108000,0.0678858469733429,0.051165295920812,0.0334494252684979,0.0049527497266353,97395786.66666669,116414000.0,135622971.42857143,0.013183360084021205,0.009327815114351221,0.013183360084021205,0.009327815114351221,0.002489000628535535,0.046642440528903484,0.03161259447208509,0.021765247747009244
